         12397635 function calls (11959433 primitive calls) in 17.508 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       62    0.000    0.000    0.001    0.000 core.py:3796(<listcomp>)
      277    0.001    0.000    0.001    0.000 pathlib.py:64(parse_parts)
     1235    0.000    0.000    0.001    0.000 abc.py:96(__instancecheck__)
     2319    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        1    0.000    0.000    0.001    0.001 _common.py:5(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:368(check_output)
    13247    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      618    0.001    0.000    0.001    0.000 typing.py:120(_type_check)
        1    0.000    0.000    0.001    0.001 subprocess.py:452(run)
        3    0.000    0.000    0.001    0.000 function_base.py:2385(<listcomp>)
       53    0.000    0.000    0.001    0.000 util.py:284(<lambda>)
        1    0.000    0.000    0.001    0.001 _pslinux.py:1729(Process)
        1    0.000    0.000    0.001    0.001 _store_backends.py:1(<module>)
     1709    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      773    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
        1    0.000    0.000    0.001    0.001 core.py:394(ParserElement)
        1    0.000    0.000    0.001    0.001 typing.py:1(<module>)
       53    0.000    0.000    0.001    0.000 util.py:240(_make_synonym_function)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
       20    0.000    0.000    0.001    0.000 core.py:4989(parseImpl)
       67    0.000    0.000    0.001    0.000 typing.py:677(__getitem__)
      646    0.000    0.000    0.001    0.000 re.py:203(sub)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
        1    0.001    0.001    0.001    0.001 _codata.py:1514(parse_constants_2018toXXXX)
    29801    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      584    0.000    0.000    0.001    0.000 font_manager.py:923(_json_decode)
       11    0.000    0.000    0.001    0.000 decorator.py:177(create)
     6376    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:447(version)
        1    0.000    0.000    0.001    0.001 _header_value_parser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:420(metadata)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _compat.py:3(<module>)
     1235    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
       62    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.001    0.001 tags.py:5(<module>)
        1    0.000    0.000    0.001    0.001 depends.py:1(<module>)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
        2    0.000    0.000    0.001    0.001 core.py:5996(srange)
     4222    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
        9    0.000    0.000    0.001    0.000 decorator.py:200(decorate)
        1    0.000    0.000    0.001    0.001 __init__.py:32(message_from_string)
     3884    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:867(__exit__)
        2    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pydoc.py:2(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_util.py:1(<module>)
       63    0.000    0.000    0.001    0.000 colors.py:1080(reversed)
        1    0.000    0.000    0.001    0.001 transforms.py:1(<module>)
     2273    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:389(parent)
      989    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.001    0.001 linalg.py:1(<module>)
 1439/175    0.000    0.000    0.001    0.000 abc.py:100(__subclasscheck__)
      850    0.000    0.000    0.001    0.000 colors.py:213(_is_nth_color)
      169    0.000    0.000    0.001    0.000 colors.py:307(_to_rgba_no_colorcycle)
       44    0.000    0.000    0.001    0.000 _base.py:67(__set_name__)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
    33/15    0.000    0.000    0.001    0.000 core.py:4566(parseImpl)
        1    0.000    0.000    0.001    0.001 _basic.py:7(<module>)
 1439/175    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
     3884    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:863(__enter__)
        1    0.000    0.000    0.001    0.001 subprocess.py:736(__init__)
     4080    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
        1    0.000    0.000    0.001    0.001 _nonlin.py:4(<module>)
        9    0.000    0.000    0.001    0.000 dataclasses.py:996(dataclass)
      160    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(column_stack)
        1    0.000    0.000    0.001    0.001 context.py:12(<module>)
       63    0.000    0.000    0.001    0.000 colors.py:1099(<dictcomp>)
        1    0.000    0.000    0.001    0.001 log.py:2(<module>)
       30    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(linspace)
     6760    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     7252    0.001    0.000    0.001    0.000 enum.py:631(__new__)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
      895    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
       66    0.000    0.000    0.001    0.000 core.py:1410(__add__)
        1    0.000    0.000    0.001    0.001 subprocess.py:1552(_execute_child)
       13    0.000    0.000    0.001    0.000 enum.py:500(<listcomp>)
      989    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
2698/2532    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     3922    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
        1    0.000    0.000    0.001    0.001 _normalization.py:1(<module>)
       55    0.001    0.000    0.001    0.000 enum.py:200(<setcomp>)
       30    0.000    0.000    0.001    0.000 function_base.py:23(linspace)
     2115    0.000    0.000    0.001    0.000 __init__.py:42(<lambda>)
       32    0.000    0.000    0.001    0.000 colors.py:399(to_rgba_array)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
     1030    0.001    0.000    0.001    0.000 enum.py:417(__setattr__)
    24/12    0.000    0.000    0.001    0.000 core.py:4287(parseImpl)
        1    0.000    0.000    0.001    0.001 linecache.py:1(<module>)
      284    0.000    0.000    0.001    0.000 enum.py:938(__and__)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
     4056    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      681    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
       12    0.000    0.000    0.001    0.000 __init__.py:232(define_aliases)
       67    0.000    0.000    0.001    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.001    0.001 ElementTree.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _remove_redundancy.py:1(<module>)
      188    0.001    0.000    0.001    0.000 colors.py:1101(<listcomp>)
  269/169    0.000    0.000    0.001    0.000 core.py:1899(name)
      618    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
       89    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
        9    0.000    0.000    0.001    0.000 dataclasses.py:487(_init_fn)
     3456    0.001    0.000    0.001    0.000 inspect.py:2821(<genexpr>)
        1    0.000    0.000    0.001    0.001 _utils.py:3(<module>)
        7    0.000    0.000    0.001    0.000 _nonlin.py:1516(_nonlin_wrapper)
     78/4    0.000    0.000    0.001    0.000 core.py:962(_parseCache)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:41(decorate)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _csr.py:1(<module>)
  214/116    0.000    0.000    0.001    0.000 core.py:1872(default_name)
      461    0.000    0.000    0.001    0.000 copy.py:258(_reconstruct)
     3092    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        1    0.000    0.000    0.001    0.001 hashing.py:1(<module>)
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_highs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
      160    0.000    0.000    0.001    0.000 shape_base.py:612(column_stack)
        1    0.000    0.000    0.001    0.001 _mathtext.py:1(<module>)
       67    0.000    0.000    0.001    0.000 core.py:3948(__init__)
     2217    0.000    0.000    0.001    0.000 typing.py:646(_is_dunder)
       14    0.000    0.000    0.001    0.000 core.py:114(doc_note)
        9    0.001    0.000    0.001    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     22/3    0.000    0.000    0.001    0.000 core.py:3983(streamline)
        1    0.000    0.000    0.001    0.001 configparser.py:560(RawConfigParser)
   256/18    0.000    0.000    0.001    0.000 ast.py:367(visit)
        1    0.000    0.000    0.001    0.001 std.py:1(<module>)
     8905    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.001    0.001 numpy_pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tz.py:2(<module>)
        6    0.000    0.000    0.001    0.000 dataclasses.py:548(_frozen_get_del_attr)
   256/18    0.000    0.000    0.001    0.000 ast.py:373(generic_visit)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
        2    0.000    0.000    0.001    0.000 dataclasses.py:1168(make_dataclass)
        1    0.000    0.000    0.001    0.001 ExifTags.py:21(Base)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.001    0.001    0.001    0.001 submission.py:503(compute_vlahos_mask)
     30/4    0.000    0.000    0.001    0.000 core.py:3828(streamline)
        1    0.000    0.000    0.001    0.001 interpolative.py:32(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:599(make_html_tags)
        1    0.000    0.000    0.001    0.001 helpers.py:541(_makeTags)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expand.py:1(<module>)
       50    0.000    0.000    0.001    0.000 deprecation.py:457(<listcomp>)
        1    0.000    0.000    0.001    0.001 core.py:6133(<listcomp>)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:158(_register_known_types)
     5734    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:6(<module>)
     2512    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
     1283    0.001    0.000    0.001    0.000 functools.py:64(wraps)
       20    0.000    0.000    0.001    0.000 core.py:5233(parseImpl)
      344    0.000    0.000    0.001    0.000 inspect.py:534(_findclass)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dates.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fancy_getopt.py:1(<module>)
       53    0.000    0.000    0.001    0.000 core.py:3110(parseImpl)
        1    0.000    0.000    0.001    0.001 _policybase.py:1(<module>)
        2    0.000    0.000    0.001    0.000 sysconfig.py:1(<module>)
       82    0.000    0.000    0.001    0.000 __init__.py:253(make_alias)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
       12    0.000    0.000    0.001    0.000 _docstring.py:57(<listcomp>)
        5    0.000    0.000    0.001    0.000 linecache.py:15(getline)
       18    0.000    0.000    0.001    0.000 core.py:5100(parseImpl)
      124    0.001    0.000    0.001    0.000 submission.py:512(select_regions)
       69    0.000    0.000    0.001    0.000 inspect.py:3057(__str__)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
        5    0.000    0.000    0.001    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.001    0.001 _base.py:547(_AxesBase)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        2    0.000    0.000    0.001    0.000 linecache.py:82(updatecache)
        1    0.000    0.000    0.001    0.001 process.py:4(<module>)
        1    0.000    0.000    0.001    0.001 parser.py:5(<module>)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
        8    0.000    0.000    0.001    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.001    0.001 _manylinux.py:1(<module>)
       11    0.000    0.000    0.001    0.000 decorator.py:144(make)
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
       60    0.000    0.000    0.001    0.000 __init__.py:817(_open_file_or_url)
      773    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:516(_check_name_wrapper)
       14    0.000    0.000    0.001    0.000 core.py:618(set_parse_action)
       11    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
        1    0.000    0.000    0.001    0.001 monkey.py:63(patch_all)
     23/6    0.000    0.000    0.001    0.000 core.py:4607(streamline)
      248    0.000    0.000    0.001    0.000 __init__.py:695(normalize)
        1    0.000    0.000    0.001    0.001 _multiprocessing_helpers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 submission.py:427(compute_all_plane_params)
        1    0.000    0.000    0.001    0.001 TiffTags.py:19(<module>)
       33    0.000    0.000    0.001    0.000 contextlib.py:108(__enter__)
     8816    0.001    0.000    0.001    0.000 inspect.py:2539(name)
       25    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.001    0.001 ImagePalette.py:18(<module>)
        1    0.000    0.000    0.001    0.001 common.py:6(<module>)
        7    0.000    0.000    0.001    0.000 typing.py:1591(_make_nmtuple)
